vehicle	group	manufacturer	model	division	powertrain	status	thumbnail	date
8409	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		19 August 2018
8410	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		20 August 2018
8411	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		19 August 2018
8412	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		19 August 2018
8413	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		19 August 2018
8414	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		19 August 2018
8415	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		19 August 2018
8416	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		19 August 2018
8417	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active	https://cdn.discordapp.com/attachments/471496853612003368/480723868491841537/image0.jpg	19 August 2018
8418	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		19 August 2018
8419	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		19 August 2018
8420	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		19 August 2018
8421	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		24 August 2018
8422	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		24 August 2018
8423	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		24 August 2018
8424	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		24 August 2018
8425	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		24 August 2018
8426	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		24 August 2018
8427	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		24 August 2018
8428	8400-8504	Nova Bus	2015 LFS IV	Queensway	ISL9-B400R6	Active		9 July 2018
8429	8400-8504	Nova Bus	2015 LFS IV	Queensway	ISL9-B400R6	Active		9 July 2018
8430	8400-8504	Nova Bus	2015 LFS IV	Queensway	ISL9-B400R6	Active		20 January 2019
8431	8400-8504	Nova Bus	2015 LFS IV	Queensway	ISL9-B400R6	Active		9 July 2018
8432	8400-8504	Nova Bus	2015 LFS IV	Queensway	ISL9-B400R6	Active	https://cdn.discordapp.com/attachments/385830976879722499/466625323027529728/IMG_1008.JPG	12 November 2018
8433	8400-8504	Nova Bus	2015 LFS IV	Queensway	ISL9-B400R6	Active	https://cdn.discordapp.com/attachments/385830976879722499/466625808555966466/IMG_1004.JPG	12 November 2018
8434	8400-8504	Nova Bus	2015 LFS IV	Queensway	ISL9-B400R6	Active		12 November 2018
8435	8400-8504	Nova Bus	2015 LFS IV	Queensway	ISL9-B400R6	Active		20 September 2018
8436	8400-8504	Nova Bus	2015 LFS IV	Queensway	ISL9-B400R6	Active		20 September 2018
8437	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		3 September 2018
8438	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		3 September 2018
8439	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		3 September 2018
8440	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		3 September 2018
8441	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		3 September 2018
8442	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		3 September 2018
8443	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		3 September 2018
8444	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		3 September 2018
8445	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		3 September 2018
8446	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		3 September 2018
8447	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		3 September 2018
8448	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		3 September 2018
8449	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		3 September 2018
8450	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		20 September 2018
8451	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		20 September 2018
8452	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		20 September 2018
8453	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		20 September 2018
8454	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		20 September 2018
8455	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		1 October 2018
8456	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		1 October 2018
8457	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		4 October 2018
8458	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		4 October 2018
8459	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		1 October 2018
8460	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		1 October 2018
8461	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active	https://cdn.discordapp.com/attachments/385830976879722499/466627917401817098/X6Vd9OrpZ8FFctqn4FP6yUCpEhECx8IxXrqxi7U5jlvZCVa-BUSry2ztDc98jj-K3RQ572EeMR2pOiBfIAkn6hkDqi98rW8Joh7I.png	4 October 2018
8462	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		1 October 2018
8463	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		1 October 2018
8464	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		12 October 2018
8465	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		12 October 2018
8466	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		12 October 2018
8467	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		12 October 2018
8468	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		12 October 2018
8469	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		12 October 2018
8470	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		18 December 2018
8471	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		12 October 2018
8472	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		11 January 2019
8473	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		12 October 2018
8474	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		12 October 2018
8475	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		12 October 2018
8476	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		12 October 2018
8477	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		21 October 2018
8478	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		12 October 2018
8479	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		9 July 2018
8480	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		12 October 2018
8481	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		12 October 2018
8482	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		12 October 2018
8483	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		12 October 2018
8484	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		24 September 2018
8485	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active	https://media.discordapp.net/attachments/466672200024588301/467000208497049600/IMG_20180304_214536_009.jpg	24 September 2018
8486	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		24 September 2018
8487	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		11 January 2019
8488	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		24 September 2018
8489	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active	https://cdn.discordapp.com/attachments/351584615166902304/466672036287217675/SmartSelect_20180711-142756_Instagram.jpg	24 September 2018
8490	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		24 September 2018
8491	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		24 September 2018
8492	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		4 October 2018
8493	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		12 October 2018
8494	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		17 October 2018
8495	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		17 October 2018
8496	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		17 October 2018
8497	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		17 October 2018
8498	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		17 October 2018
8499	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		17 October 2018
8500	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active	https://cdn.discordapp.com/attachments/385830976879722499/455462907690352682/20180610_144557.jpg	17 October 2018
8501	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		17 October 2018
8502	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		17 October 2018
8503	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		17 October 2018
8504	8400-8504	Nova Bus	2015 LFS IV	Birchmount	ISL9-B400R6	Active		24 October 2018
8510	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		24 October 2018
8511	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		24 October 2018
8512	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		24 October 2018
8513	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		24 October 2018
8514	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		24 October 2018
8515	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		24 October 2018
8516	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		24 October 2018
8517	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		24 October 2018
8518	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		24 October 2018
8519	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		9 July 2018
8520	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active	https://media.discordapp.net/attachments/385830976879722499/466450357455814656/IMG_4552.JPG?width=500&height=300	1 November 2018
8521	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		1 November 2018
8522	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		28 October 2018
8523	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		28 October 2018
8524	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		1 November 2018
8525	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		1 November 2018
8526	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		28 October 2018
8527	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		28 October 2018
8528	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		28 October 2018
8529	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		9 July 2018
8530	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		1 November 2018
8531	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		1 November 2018
8532	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		1 November 2018
8533	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		9 January 2019
8534	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		1 November 2018
8535	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		17 January 2019
8536	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		1 November 2018
8537	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		1 November 2018
8538	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		1 November 2018
8539	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		1 November 2018
8540	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		1 November 2018
8541	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		1 November 2018
8542	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		1 November 2018
8543	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		1 November 2018
8544	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		18 November 2018
8545	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		9 July 2018
8546	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		18 November 2018
8547	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		17 November 2018
8548	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		17 November 2018
8549	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		17 November 2018
8550	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		19 November 2018
8551	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		17 November 2018
8552	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		9 July 2018
8553	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		17 November 2018
8554	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		17 November 2018
8555	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		19 November 2018
8556	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		17 November 2018
8557	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		17 November 2018
8558	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		17 November 2018
8559	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active	https://cdn.discordapp.com/attachments/385830976879722499/466628337419157524/lXnH39sbxyAMPlO37ki8axuSrc5kEoN6SZKkryDaiGz90-JWlJFten7ge1A1dXgiI2T5LJnArMxsRHN4Y7U8dkbJ-rn4qC6JMSzU.png	20 December 2018
8560	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		25 November 2018
8561	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		25 November 2018
8562	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		25 November 2018
8563	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		25 November 2018
8564	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		25 November 2018
8565	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		25 November 2018
8566	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		25 November 2018
8567	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		25 November 2018
8568	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		25 November 2018
8569	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		25 November 2018
8570	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		25 November 2018
8571	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active	https://cdn.discordapp.com/attachments/385830976879722499/466635640784551946/18447400_1346940022062595_2178435801905651090_n.jpg	25 November 2018
8572	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		25 November 2018
8573	8510-8617	Nova Bus	2016 LFS IV	N/A	ISL9-B400R6	Retired - 2017		9 July 2018
8574	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		25 November 2018
8575	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		10 December 2018
8576	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		10 December 2018
8577	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		7 December 2018
8578	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		10 December 2018
8579	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		7 December 2018
8580	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		7 December 2018
8581	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		10 December 2018
8582	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active	https://cdn.discordapp.com/attachments/385830976879722499/466607396178100226/IMG_00232.JPG	10 December 2018
8583	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		14 January 2019
8584	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		7 December 2018
8585	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		20 December 2018
8586	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active	https://media.discordapp.net/attachments/385830976879722499/466635350568337409/J0N-Kb5WGV7hRUmZVfuula-Ul9HZnjntWMWYyExqXi6YwBTFm2qAByEU_q88hOKQdDjwByoiw4DXyAfYo3iXOWV8ogvCstHKhnaE.png?width=760&height=570	20 December 2018
8587	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		20 December 2018
8588	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		20 December 2018
8589	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		21 December 2018
8590	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		5 January 2019
8591	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		5 January 2019
8592	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active	https://cdn.discordapp.com/attachments/385830976879722499/466626639074164737/lNLybN16fcsmn99r8QwbPrJNohUI6GU1ImZMPsut-_9Rx8i4BcD9P38gKCePJ0jYvzB_vMsQrZqDImVf7jS5n15ETvIrNIPklptu.png	5 January 2019
8593	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		5 January 2019
8594	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		5 January 2019
8595	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		5 January 2019
8596	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		5 January 2019
8597	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		5 January 2019
8598	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		5 January 2019
8599	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		5 January 2019
8600	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		5 January 2019
8601	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		5 January 2019
8602	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		5 January 2019
8603	8510-8617	Nova Bus	2016 LFS IV	Birchmount	ISL9-B400R6	Active		5 January 2019
8604	8510-8617	Nova Bus	2016 LFS IV	Mount Dennis	ISL9-B400R6	Training		9 January 2019
8605	8510-8617	Nova Bus	2016 LFS IV	Queensway	ISL9-B400R6	Active		10 December 2018
8606	8510-8617	Nova Bus	2016 LFS IV	Queensway	ISL9-B400R6	Active	https://media.discordapp.net/attachments/385830976879722499/466608384011927562/IMG_9264.JPG?width=884&height=663	10 December 2018
8607	8510-8617	Nova Bus	2016 LFS IV	Queensway	ISL9-B400R6	Active		10 December 2018
8608	8510-8617	Nova Bus	2016 LFS IV	Queensway	ISL9-B400R6	Active		10 December 2018
8609	8510-8617	Nova Bus	2016 LFS IV	Queensway	ISL9-B400R6	Active		10 December 2018
8610	8510-8617	Nova Bus	2016 LFS IV	Queensway	ISL9-B400R6	Active		30 November 2018
8611	8510-8617	Nova Bus	2016 LFS IV	Queensway	ISL9-B400R6	Active		30 November 2018
8612	8510-8617	Nova Bus	2016 LFS IV	Queensway	ISL9-B400R6	Active		30 November 2018
8613	8510-8617	Nova Bus	2016 LFS IV	Queensway	ISL9-B400R6	Active		25 September 2018
8614	8510-8617	Nova Bus	2016 LFS IV	Queensway	ISL9-B400R6	Active		25 September 2018
8615	8510-8617	Nova Bus	2016 LFS IV	Queensway	ISL9-B400R6	Active		25 September 2018
8616	8510-8617	Nova Bus	2016 LFS IV	Queensway	ISL9-B400R6	Active		25 September 2018
8617	8510-8617	Nova Bus	2016 LFS IV	Queensway	ISL9-B400R6	Active		25 September 2018
8620	8620-8716	Nova Bus	2017 LFS IV	Eglinton	L9-B400R6	Active	https://media.discordapp.net/attachments/385830976879722499/466446339555983371/IMG_4223.JPG?width=500&height=300	3 August 2018
8621	8620-8716	Nova Bus	2017 LFS IV	Eglinton	L9-B400R	Active	https://media.discordapp.net/attachments/385830976879722499/468960262435766282/IMG_6788v2.jpg?width=725&height=520	17 July 2018
8622	8620-8716	Nova Bus	2017 LFS IV	Eglinton	L9-B400R	Active	https://media.discordapp.net/attachments/385830976879722499/466448451052503041/IMG_4414.JPG?width=500&height=300	12 July 2018
8623	8620-8716	Nova Bus	2017 LFS IV	Eglinton	L9-B400R6	Active		9 July 2018
8624	8620-8716	Nova Bus	2017 LFS IV	Eglinton	L9-B400R	Active		12 July 2018
8625	8620-8716	Nova Bus	2017 LFS IV	Eglinton	L9-B400R	Active		12 July 2018
8626	8620-8716	Nova Bus	2017 LFS IV	Eglinton	L9-B400R	Active		12 July 2018
8627	8620-8716	Nova Bus	2017 LFS IV	Eglinton	L9-B400R6	Active	https://media.discordapp.net/attachments/385830976879722499/466439915299930132/ef4f4eee3f7e642116403fc616938bb7.png?width=500&height=300	3 August 2018
8628	8620-8716	Nova Bus	2017 LFS IV	Eglinton	L9-B400R	Active		12 July 2018
8629	8620-8716	Nova Bus	2017 LFS IV	Eglinton	L9-B400R	Active		12 July 2018
8630	8620-8716	Nova Bus	2017 LFS IV	Eglinton	L9-B400R	Active		12 July 2018
8631	8620-8716	Nova Bus	2017 LFS IV	Eglinton	L9-B400R6	Active		9 July 2018
8632	8620-8716	Nova Bus	2017 LFS IV	Eglinton	L9-B400R6	Active		9 July 2018
8633	8620-8716	Nova Bus	2017 LFS IV	Eglinton	L9-B400R6	Active		9 July 2018
8634	8620-8716	Nova Bus	2017 LFS IV	Eglinton	L9-B400R6	Active		9 July 2018
8635	8620-8716	Nova Bus	2017 LFS IV	Eglinton	L9-B400R	Active		16 July 2018
8636	8620-8716	Nova Bus	2017 LFS IV	Eglinton	L9-B400R6	Active		9 July 2018
8637	8620-8716	Nova Bus	2017 LFS IV	Eglinton	L9-B400R	Active		16 July 2018
8638	8620-8716	Nova Bus	2017 LFS IV	Eglinton	L9-B400R6	Active	https://cdn.discordapp.com/attachments/385830976879722499/466630951888355338/IMG_1809.JPG	11 July 2018
8639	8620-8716	Nova Bus	2017 LFS IV	Eglinton	L9-B400R6	Active		9 July 2018
8640	8620-8716	Nova Bus	2017 LFS IV	Eglinton	L9-B400R6	Active		9 July 2018
8641	8620-8716	Nova Bus	2017 LFS IV	Eglinton	L9-B400R6	Active		9 July 2018
8642	8620-8716	Nova Bus	2017 LFS IV	Eglinton	L9-B400R6	Active		9 July 2018
8643	8620-8716	Nova Bus	2017 LFS IV	Eglinton	L9-B400R6	Active		9 July 2018
8644	8620-8716	Nova Bus	2017 LFS IV	Eglinton	L9-B400R6	Active		9 July 2018
8645	8620-8716	Nova Bus	2017 LFS IV	Eglinton	L9-B400R6	Active		9 July 2018
8646	8620-8716	Nova Bus	2017 LFS IV	Eglinton	L9-B400R6	Active		9 July 2018
8647	8620-8716	Nova Bus	2017 LFS IV	Eglinton	L9-B400R6	Active		9 July 2018
8648	8620-8716	Nova Bus	2017 LFS IV	Eglinton	L9-B400R6	Active		9 July 2018
8649	8620-8716	Nova Bus	2017 LFS IV	Eglinton	L9-B400R6	Active		9 July 2018
8650	8620-8716	Nova Bus	2017 LFS IV	Eglinton	L9-B400R6	Active		9 July 2018
8651	8620-8716	Nova Bus	2017 LFS IV	Eglinton	L9-B400R6	Active		9 July 2018
8652	8620-8716	Nova Bus	2017 LFS IV	Eglinton	L9-B400R6	Active		9 July 2018
8653	8620-8716	Nova Bus	2017 LFS IV	Eglinton	L9-B400R6	Active		9 July 2018
8654	8620-8716	Nova Bus	2017 LFS IV	Eglinton	L9-B400R	Active		12 July 2018
8655	8620-8716	Nova Bus	2017 LFS IV	Eglinton	L9-B400R	Active		12 July 2018
8656	8620-8716	Nova Bus	2017 LFS IV	Eglinton	L9-B400R6	Active		9 July 2018
8657	8620-8716	Nova Bus	2017 LFS IV	Eglinton	L9-B400R	Active		12 July 2018
8658	8620-8716	Nova Bus	2017 LFS IV	Eglinton	L9-B400R6	Active		9 July 2018
8659	8620-8716	Nova Bus	2017 LFS IV	Eglinton	L9-B400R6	Active		9 July 2018
8660	8620-8716	Nova Bus	2017 LFS IV	Eglinton	L9-B400R	Active		12 July 2018
8661	8620-8716	Nova Bus	2017 LFS IV	Eglinton	L9-B400R6	Active		9 July 2018
8662	8620-8716	Nova Bus	2017 LFS IV	Eglinton	L9-B400R	Active		12 July 2018
8663	8620-8716	Nova Bus	2017 LFS IV	Eglinton	L9-B400R6	Active		9 July 2018
8664	8620-8716	Nova Bus	2017 LFS IV	Eglinton	L9-B400R	Active		12 July 2018
8665	8620-8716	Nova Bus	2017 LFS IV	Eglinton	L9-B400R	Active		12 July 2018
8666	8620-8716	Nova Bus	2017 LFS IV	Eglinton	L9-B400R	Active		20 January 2019
8667	8620-8716	Nova Bus	2017 LFS IV	Eglinton	L9-B400R	Active		12 July 2018
